prompt,title,essay,competence,score
14,Imigração ou problematização,"['É notório que, a imigração tem sido um grande obstáculo para os governos nos últimos tempos, e de hoje que existe migração entre países, mas atualmente com grandes crises, a imigração vem tomando grandes proporções que se tornam impossível suportar. O Brasil por exemplo, carrega uma crise financeira e, com um número enorme de desempregados.', 'Em tempos remotos, a imigração era vista como um futuro próspero forasteiros que traziam novas experiências, oportunidade e grandes descobertas e novos empregos, como os alemães, que trouxeram a cultura de fabricar vinhos de altíssima qualidade, em tempos atuais, temos os americanos, trazendo tecnologias para à plantação de soja. A imigração era vista como uma oportunidade de crescimento, assim como acontece no estado da Bahia por exemplo, mais precisamente em Luís Eduardo Magalhães, cidade pequena, mas que tem crescida e evoluída rapidamente através da plantação de soja, isso graças aos investimentos dos imigrantes, contudo a cidade vem crescendo a renda per capita, assim melhorando a qualidade de vida daqueles que ali reside , consequentemente povoados e regiões.', 'Hoje a situação é bem diferente, pois a imigração e vista como uma ameaça para o povo, já que o país passa por uma recessão gravíssima, o índice de desemprego é alarmante, há sérios problemas vários setores, tais como a saúde e outros. O governa tem tentado ajudar, fazendo pactos imigratórios, recebendo várias pessoas do país vizinho, como a Venezuela, refugiando e dando emprego a eles, mas existe uma grande preocupação, pois o Brasil já se encontra em uma situação alarmante, precisando é de ajuda, como ajudar os países vizinhos. O Brasil possui atualmente cerca de 450 mil desempregados, dessa forma, ao invés de ajudar o país vizinho, vai ser o inverso, vai é atrapalhar tanto eles como sua própria nação.', 'Sendo assim, nota-se que o ideal seria arrumar a pátria, ou seja, levando ao pé da letra a constituição , com saúde, educação, saneamento básico, moradia para todos, depois fornecer ajuda aos países vizinhos, pois se não há expectativa de vida, não tem como oferecer algo ao próximo.']","[40, 80, 120, 160, 120]",520
84,Porte de  armas no Brasil,"['No ano de 2003, foi aprovado no Brasil o Estatuto do desarmamento, restringindo o uso de armas de fogo na sociedade. Após 12 anos, um Projeto de Lei no Congresso pretente revogar o Estatuto,\xa0facilitando\xa0e ampliando\xa0o acesso no país.', 'Segundo pesquisa, desde que foi aprovado, o Estatudo do desarmamento, mais de cem mil pessoas deixaram de ser mortas no Brasil e o número de\xa0homicídios teve queda.', 'Mas, atualmente, com o aumento da violência e deficiência da polícia e outros profissionais e do Estado em combatê-la, a população brasileira sente\xa0necessidadede de ter o direito a se\xa0defender\xa0contra os bandidos(maioria armados), para maior segurança, pois estão com medo de sair ou ficar em suas residências devido a grande criminalidade que enfrentam no dia-a-dia.', 'Caso o projeto seja\xa0aprovado, a pessoa, que deverá ter 21 anos ou mais, vai\xa0cumprir requesitos mínimos, como passar por exames psicológicos para conferir se não tem problemas mentais e está apta para o porte de arma. Ela também deverá ter curso de tiro.', 'Se o Estado e profissionais não garantem boa segurança a população, logo ela tem direito de defesa e ao porte, usando a arma apenas para a necessidade de proteção contra criminosos; e não utlizá-la em brigas à toa,\xa0como atribuem os contrários ao Projeto de lei se ele for aprovado*.']","[120, 160, 120, 120, 160]",680
57,A democracia no cinema,"['É notório que a democratização do acesso ao cinema no Brasil está gerando muitas discussões com opiniões muito diferentes entre governo e artistas/produtores de filmes.', 'Dentre tantos fatores relevantes, destacam-se: a atual situação do cinema nacional diante da redução de verbas para o setor e a censura velada que artistas, diretores e produtores dizem estar sendo feita contra a categoria artística.', 'Sabe-se que o setor de entretenimento no Brasil é negligenciado, sendo que as poucas políticas públicas de subsídio ao setor estão sendo, pouco a pouco, reduzidas e, em alguns casos, retiradas totalmente.', 'O atual governo além de restringir a verba destinada a indústria do cinema nacional, interferiu também no conselho que administra o setor, retirando e colocando integrantes conforme lhe convinha.', 'Retirou-se representantes dos artistas e da sociedade civil e foram integrados representantes do governo em suas vagas.', 'Além disso, é visível que existe uma forma de “censura velada” a muitas obras de artistas que não pensam e nem conduzem seus trabalhos da maneira que o governo quer.', 'Muito embora os representantes do governo e até mesmo o próprio presidente tentem, inutilmente, diga-se de passagem, passar uma imagem de democracia cultural, é óbvio que não é o caso no momento artístico atual brasileiro.', 'Portanto, torna-se necessário um trabalho mais efetivo da sociedade no sentido de pressionar seus deputados e senadores para impedir que esse tipo de atitude continue e o livre acesso da população ao cinema seja garantido.', 'Diante disso a indústria do cinema nacional manifesta sua indignação e seu repúdio às tentativas de manipular a produção artística brasileira.']","[160, 40, 40, 80, 0]",320
21,Greve,"['A greve dos caminhoneiros deu início devido o aumento de gasolina no Brasil. É notório que esse assunto trás divergências de opinião, pois a ação dos caminhoneiros trouxe consequências a população brasileira.', 'Com o aumento do imposto da gasolina, houve se revolta por parte da população que deu início a greve, que de fato os caminhoneiros são os que mais sofrem com a situação. A greve paralisou o Brasil, bloqueado as principais rodovias e ocasionando no desabastecimento dos comércio levando a falta de remédios, alimentos e combustível nos estabelecimentos .', 'É importante relatar que essa greve fez se necessária para mostrar, os preços abusivos que os brasileiros pagam de impostos. Porém o Brasil não pode parar, devido a inúmeros transtornos que é deixado a Boa parte da população, como indivíduos doentes precisando de remédios, famílias que necessitam do alimento e o direito do cidadão de ir e vir.', 'Portanto, devido aos fatos a primeira coisa a se fazer é que o poder público estabeleça uma queda nos impostos, e que também diminua a carga de trabalho dos caminhoneiros, pois eles são de extrema importância para o Brasil e são os que mais saiem prejudicados com preços abusivos.']","[80, 80, 0, 80, 0]",240
68,O rico patrimônio cultural brasileiro,"['Sabe-se que devido ao seu processo de colonização, a sociedade brasileira é formada pela miscigenação de diferentes etnias, e por este motivo possui uma grande diversidade cultural. Entretanto, muitos brasileiros desconhecem a riqueza do país e acabam desvalorizando a cultura nacional.', 'Observa-se que a população brasileira apresenta grande variedade de características vindas dos mais diversos povos no período colonial. Esta unificação transformou a cultura do país em uma das mais ricas e completas do mundo . Exemplo disso é a existência de símbolos culturais africanos como o samba, e marcas da cultura europeia presentes no sul do Brasil.', 'Apesar disso, grande parte dos brasileiros por falta de conhecimento desprezam a cultura do país e se apegam aos valores estrangeiros, provocando uma aculturação e dissipação da cultura nacional.', 'Entende-se, portanto, que a maioria da população brasileira desconhece o patrimônio cultural do país e por isso acabam desvalorizando-o. Sendo assim, é preciso promover e incentivar a cultura nacional, através da criação de ações culturais desenvolvidas por ONG’s e projetos sociais, como festivais de música e dança abertos a participação popular. Além disso, cabe ao governo planejar e implementar programas na educação que incentivem os jovens e crianças a praticarem atividades culturais\xa0\xa0como a leitura, para que aprendam desde cedo a importância e o valor da cultura brasileira.']","[120, 160, 120, 160, 160]",720
44,O preço para ser atleta,"['Ao longo da história as mulheres travaram inúmeras batalhas afim de conquistar o seu espaço. Contudo, tais batalhas são infindáveis ,sobretudo no campo do esporte. A mais recente envolve a fisiologia humana. ecentemente o movimento let her run-deixe ela correr-ganhou notoriedade após uma atleta ser afastada por alterações naturais ao corpo ,abrindo debate sobre como agir diante de situações como essa.', ""Vale ressaltar, em primeiro plano que que as mulheres ainda precisam provar-se. Durante a década de 1960, por exemplo, as mulheres eram expostas ao 'nude parade' em que precisavam tirar as vestes para provar seu gênero. Atualmente, infelizmente a temática não é tão diferente, haja vista que as atletas ainda são submetidas a contraditórias provações. Nesse interim, o caso de maior repercussão foi o da Sul-Africana Caster Samenya impedida de competir por apresentar níveis além do permitido de testosterona, mesmo provando tratar-se de uma disfunção hormonal, ela permaneceu banida. Evidenciando fragilidade e inflexibilidade no controle."", 'Em contrapartida, o excesso de testosterona proporcionaria vantagem. Segundo o Ministério da Saúde, o acúmulo de testosterona traz benefícios fisicamente, como por exemplo, o aparecimento de músculos e consequentemente vantagens nas performances. Diante disso, nos anos de 70 e 80 corredoras da Alemanha Oriental obtiveram êxito após dopar-se, dentre outros com testosterona. Entretanto, no caso de Samenya, não houve dopping, mas uma disfunção hormonal natural e o tratamento proposto foi que ela se drogasse para inibição. Logo, o método foi inapropriado, tendo em vista que não foi levado em consideração a atleta.', 'Infere-se, portanto, a falta de tato para lidar com o assunto, bem como a ineficiência do tratamento. Dessa maneira é imperiosa uma ação do IAAF - Associação Internacional de Federações de Atletismo - afim de especificar ainda mais as regras para evitar constrangimento s atletas. Ademais, faz-se necessário que seja criado um comitê com representantes das equipes, bem como a consulta a atletas para que tais conclusões sejam tomadas por ambos. Assim, observar-se-ia uma redução nas polêmicas uma vez que haveria flexibilização em prol do esporte.']","[160, 160, 160, 200, 200]",880
67,,"['A atual Constituição Federal, sancionada em 1988, assegura direitos de cidadania aos nativos como competências do governo brasileiro. Em oposição a tal preceito, a população indígena ainda luta diante dos desafios decorrentes da negligência nacional. Nesse contexto, depreende-se que a expansão de atividades empresariais aliada a visão etnocêntrica da sociedade são os principais rastilhos que a nação indígena enfrenta.', 'Em primeira instância, cabe pontuar que comunidades indígenas, desde o período colonialo século XVI, sofrem com as invasões de suas terras pelas obras de desenvolvimento do país. Isso ficou evidente durante o governo militar de Médici, no qual realizaram-se construções de estradas como a Transamazônica, usinas hidrelétricas e um intenso desmatamento para atividades agropecuárias, afetando, portanto, o espaço de moradia dos povos indígenas, acarretando no seu deslocamento para outras áreas. Dessa forma, percebe-se o impacto dos interesses capitalistas em detrimento dos direitos sociais dos ameríndios, uma vez que tira deles o direito de permanecer em seu lugar de origem.', 'Ademais, vale frisar que os nativos são vítimas de uma visão deturpada de seus valores ,\xa0 construída pelos europeus que, historicamente, foram os primeiros a ter contato. Essa percepção errônea e naturalizada é refletida em obras literárias indianistas como a do escritor José de Alencar, Iracema, a qual transforma o índio numa figura selvagem, ingênua e passiva diante das atitudes exploratórias do europeu. Sendo assim, é preciso desconstruir os estereótipos firmados e se atentar às verdadeiras origens e necessidades desse povo, com o fito de preservar essa cultura que compõe a identidade nacional.', 'Dado o exposto, faz-se necessári\xa0uma mobilização de agentes como fundações e instituições para combater as problemáticas supracitadas. Para isso, a FUNAI- Fundação Nacional Indígena- deve intensificar suas operações sobre a proteção e garantia dos direitos indígenas acerca de suas terras demarcadas, denunciando empresas que ferirem esses direitos preestabelecidos e,\xa0assegurando aos indígenas, a posse de suas terras. Outrossim, as instituições escolares, por meio de seus docentes, devem propor inovações didáticas – reservar uma semana do ano, ao invés de somente um dia da data comemorativa-, para abordar temáticas desse povo, elucidando sua importância na construção da identidade do país para que cidadãos, desde a sua tenra idade, aprendam sobre o respeito e preservação da diversidade étnica. Feito isso, o Brasil estará cumprindo com os preceitos da atual onstituição cidadã.']","[160, 160, 160, 160, 160]",800
72,Atenção para as desinformações.,"['Fake ews um problema atual e sério\xa0 que contamina a sociedade em todo o mundo, trazendo consequências e danos graves para a população.\xa0xcessiva quantidade de informações passadas pelas redes sociais nem sempre são filtradas pelos usuários, ao\xa0qual compartilham sem ter a responsabilidade de verificar a veracidade das notícias.', 'Estudos demostraram\xa0 que mais de 60% dos adultos americanos têm o abito da leitura desse tipo de notícias\xa0nas redes sociais, e que as fake news são compartilhadas mais do que notícias verdadeiras. Segundo informações de vários jornais do mundo (New York Times, Folha de São Paulo, Corrieri della Sera entre outro) as eleições de 2016 entre Hillary Clinton e Donald Trump teve circulação de notícias falsas nas redes sociais, difamando a imagem da concorrente\xa0\xa0dando favorecimento ao atual presidente dos Estados Unidos.', 'Em tempos de eleições esse perigo é evidente, por ser um momento importante, quando o cidadão exerce a sua cidadania em prol do país, despencam informações e propagações de notícias falsas entre os concorrente, porque a vitória das eleições para eles é o principal foco no momento , \xa0usuário em contrapartida deve buscar fontes seguras de informações dos atuais candidatos que irão administrar o país, devendo exercitar o extinto crítico de cidadão e pesquisar sobre os fatos publicados.', 'Portanto esse problema que já está globalizado é combatido com pessoas que buscam informações em fontes seguras, não compartilham sem antes buscar a veracidade das notícias. Palestras em escolas que espoem\xa0aos alunos as consequências desses atos são importantes. Uma geração que a todo momento está conectada deve ter responsabilidades daquilo que compartilha.']","[120, 120, 120, 120, 120]",600
70,Auto prevenção não custa nada,"['Popularmente conhecidas como DTS’s, são doenças que são adquiridas, na maioria das vezes, por relações sexuais sem uso da camisinha . Mas não são somente pelo contato sexual que são transmitidas, podem ser passadas através de beijos, compartilhamento de objetos pessoais e seringas, de mãe para o bebê durante o parto ou a gravidez, entre outros.', 'Desde décadas passadas que o número de jovens contraindo DST’s é elevado. Muitos estão em um relacionamento ou fazem sexo casual sem saberem que os parceiros possuem tais doenças, ou até o portador não está ciente sobre isso o que dificulta ainda mais nesse processo.', 'As doenças venéreas, referente Vênus a deusa do amor na mitologia grega, vêm acompanhando os humanos desde os tempos antigos e não possui um ano específico para o aparecimento delas.', 'É estritamente necessário se prevenir e quem você se relaciona, sendo assim, sexo somente com o uso do preservativo e não esquecer de sempre manter seus exames em dia e que não deve compartilhar objetos de uso pessoal, como toalhas, roupas ntimas, lâmina de babear, alicates de unhas, seringas, entre outros. Caso esteja com dúvidas\xa0 ir ao centro de saúde mais próximo onde o exame é gratuito.']","[120, 80, 120, 120, 80]",520
1,Avanços tecnológicos,"['No que se refere aos avanços tecnológicos no Brasil, nota-se que, atingiu que atingiram diretamente à população em seu meio social, na qual, trouxe trazendo diversos benefícios e malefícios para os usuários. Em contrapartida, essa realidade impôs novos desafios para a sociedade contemporânea.', 'Nesse contexto, é conveniente destacar, que destacar que muitos indivíduos indivíduos, até mesmo crianças, estão sujeitas sujeitos a manipulações, que pode podem ser inadequadas. Infelizmente, como há pessoas de má conduta que utiliza utilizam a internet para atraí atrair pessoas fragilizados fragilizadas, é de fundamental importância o acompanhamento familiar.', 'Cabe ainda ressaltar, que ressaltar que tal meio se transforma em uma forma de lazer para todos os indivíduos, e com os avanços tecnológicos, irá conduzir mais ainda os telespectadores através dos seus gostos.']","[0, 0, 0, 0, 0]",0
76,Equidade de gênero,"['É notório que no Brasil as mulheres são vistas como inferiores aos homens. Dentre tantos fatores relevantes, destacam-se: a desigualdade salarial, mercado de trabalho, cargos públicos.', 'abe-se que há uma grande dificuldade das mulheres na hora de entrar no mercado de trabalho, pois não é de hoje, que elas sofrem preconceitos por causa do seu gênero.', 'Com o aumento da globalização e da consciência que as mulheres estão tendo para lutar contra esse preconceito, elas estão assumindo seu espaço na sociedade, estão se qualificando e estudando cada vez mais para não ficarem a baixo dos homens.', 'Mas convém ressaltar que além de toda essa lua, as mulheres não estão tendo o mesmo ganho salarial, mesmo ocupando o mesmo cargo e de mesma qualificação, elas ganham a baixo deles. Porém ter acesso ao mercado de trabalho já é um grande avanço.', 'Como se vê , é difícil uma mulher entrar no mercado de trabalho e ter as mesmas condições de salário e cargo. sso fica bem claro no Brasil, já que só teve uma mulher presidente da República. No cargo público só é possível sua entrada por meio de concurso público, pois nos de livre nomeação isso fica restrito .', 'Portanto, deve haver políticas para melhorar a igualdade de trabalho, promover a igualdade de remuneração por igual trabalho de igual valor, eliminar ou prevenir a discriminação de gênero. Pensar na igualdade de oportunidade para as mulheres e refletir na sua participação efetiva que exerce no cargo que ocupa.']","[120, 80, 80, 80, 120]",480
45,As ações que prevalecem,"['O escritor brasileiro Paulo Coelho descreveu em um artigo escrito para o The Washington Post que sofreu tortura física e psicológica no período da ditadura militar. Atualmente, devido as alterações políticas e sociais, esse processo histórico ditatorial, ocorre quando policiais coibem manifestantes de protestarem pacificamente.', 'Uma manifestação política e social ocorre quando os integrantes de um grupo não estão satisfeitos com as ações do representante no governo brasileiro sendo que, os próprios cidadãos escolheram ele sob a forma da democracia representativa . Por isso, Hobbes quando afirma que "" o homem é o lobo do homem"", quer dizer que a individualidade se sobrepõe ao coletivo em diversos momentos de construção social.', 'Enfim, a lei existe para ter um funcionamento eficiente e não algo que precise a todo instante de reparos por causa das atitudes equivocadas seja, por parte de policiais, promotores de justiça. Com isso, é inaceitável que os menos favorecidos economicamente não possam expressar seus pensamentos, ter liberdade de ir e vir nos âmbitos sociais. Logo, o Ministério Público\xa0 precisa fiscalizar as ações policiais e, a punição a quem persistir se beneficiando de modo irregular do cargo, merece ser exonerado do mesmo.']","[120, 120, 80, 120, 80]",520
55,,"['Sob a perspectiva do autor José de Alencar, no livro ‘’O Guarani’’ que se passou no século XVII . A história tem por objetivos mostrar as interações entre índios e brancos e a cultura indígena. Nesse romance o relacionamento entre brancos e índios é amistoso, as maiores desavenças ocorrem entre as próprias tribos indígenas, devido as disputas territoriais e a busca por poder . Diferentemente do livro, a disputas por territórios ainda persistem atualmente no Brasil, além da discriminação sofrida pelos índios. Fazendo-se necessários meios para diminuir esse problema.', 'Sob esse viés,\xa0\xa0permeia as discussões sobre a importância dos povos indígenas no país, eles são consideramos como referência cultural, afinal foram os primeiros povos a povoar o país. Em séculos anteriores eram alvos de dizimações pelo homem branco ao entrar em conflito por território. E atualmente as disputas tm-se intensificado pelo mesmo motivo. As migrações para os centros urbanos são visíveis, afinal busca-se refúgios nas grandes metrópoles. O que na maioria das vezes resulta em descriminação e na intensificação da desigualdade social, pois os índios podem apresentar dificuldades na adaptação frente a uma nova cultura que exigira fluência na língua portuguesa e na leitura.', 'Ademais, é de suma importância respeitar esse povo que contribuí de maneira significativa para o equilíbrio ecológico do planeta, pois são eles que cuidam da fauna e flora das florestas e protege contra invasores. Se os índios perderem a sua morada, seja por conflitos, seja por migrações ao logo dos séculos, isso causaria um descontrole no planeta que poderia resultar em vários danos, no clima, e eventualmente na agricultura, além do desiquilíbrio da biodiversidade. No entanto, deve-se ressaltar que é um direito do índio participar de maneira efetiva das Universidades, trabalhar e morar nas cidades ou permanecer nas florestas se for de sua exclusiva vontade', 'Tendo em vista a atual situação vivida pelos índios O Instituto Socioambiental (ISA) lançou uma parceria em defesa da cultura indígena. A campanha tem por intuito a sensibilização das pessoas e o apoio em favor da luta pela proteção do patrimônio ambiental brasileiro e defesa dos povos indígenas. O Brasil é a casa não só dos brasileiros, mas também dos índios\xa0 pois esses também são brasileiros, e possu\xa0os mesmos diretos. Sendo a valorização cultural e a diminuição da descriminação essencial no presente e no futuro do Brasil.']","[120, 160, 120, 120, 120]",640
70,Sem segurança sem sexo,"['Apesar das informações sobre as DSTs (Doenças Sexualmente Transmissíveis) circularem livremente, especialmente hoje em dia por causa das redes sociais, uma grande parte do jovem brasileiro não se preocupa em se prevenir. Seja por não ter tido contato com alguém doente ou por acreditar que isso nunca vai acontecer com ele. Só de HIV, uma das mais graves DSTs, houve aumento principalmente entre os mais jovens. Na faixa etária dos 20 aos 24 anos, a taxa de detecção subiu de 16,2 casos por 100 mil habitantes, em 2005, para 33,1 casos em 2015, informou o Ministério da Saúde.', 'Dados do Ministério da Saúde apontam que entre os anos de 2014 e 2015, a sífilis teve um aumento de 32,7%, em gestantes 20,9% e congênita de 19%. Em 2015, o número total de casos notificados de sífilis adquirida no Brasil foi de 65.878. No mesmo período, a taxa de detecção foi de 42,7 casos por 100 mil habitantes e a maioria são homens. No período de fevereiro de 2010 a junho de 2016, foi registrado um total de 227.663 novos casos de sífilis. Essa doença pode matar o feto ou deixar sequelas graves para o resto da vida, como cegueira, surdez, defeito físico e mental.', 'Propaganda de TV, rdio, internet, debates nas escolas, palestras em centros de saúde e tudo que o governo e a sociedade têm feito,\xa0\xa0torna-se ineficazes diante da desobediência e falta de responsabilidade consigo e com o próximo faz com que, tudo se torne inútil para esse grupo de jovens que resolvem viver colocando a vida em risco . Responsabilidade é a única palavra que, completa a palavra liberdade. Para o jovem ter liberdade sexual é preciso que a família tenha a certeza que ele já tem responsabilidade para conduzir sua vida e a do próximo sem risco.', 'Consciência, respeito e responsabilidade consigo e com o outro, é o caminho que levará a todos para uma vida sexual sem risco de DSTs, prevenção existe e deve ser usada por todos pele bem da vida e principalmente da saúde plena. A utilização do preservativo. Sabendo que é o método mais útil, mas existem outras formas de se prevenir, como a abstinência sexual em determinadas situações. Pessoas alcoolizadas ou drogadas, por exemplo, não costumam usar preservativo. Para combater as DSTs, prevenção é a forma mais barata e 100% eficaz.']","[120, 160, 120, 80, 40]",520
65,A educação para a violência,"['Hodiernamente , situações como o envolvimento e utilização de jovens com idade inferior à 18 anos, tendo como base assaltos à mão armada ocorrentes em todos os alquilais do país apresenta-se como a proteção exorbitante de diversas atitudes incompetentes desde o início do convívio social do indivíduo se argumenta , que por seu turno salienta para o desmoronamento dos valores sociais de igualdade e fraternidade, valorizados em diversos ideais mobilizados na história.', 'A priori, estabelece-se uma conjuntura erroneamente protecionista ao observar a ausência de uma correção dos atos inicialmente cometidos pelos indivíduos posteriormente cometidos em ações ilegais por jovens. A carência de atitudes corretivas contribui exclusivamente para a geração de uma linha de raciocínio em prática de reações delinquentes. Em caráter abusivo, os jovens analisam uma certa valorização positiva em teor egocêntrico, influindo a perfilhar constantemente reações deste nível, adquirindo um conhecimento malicioso, quando passa a enxergar como uma fonte de desenvolvimento pessoal a criminalidade, afligindo com contextualização póstuma de direitos que lhe poderiam ser atribuídos, desconstitucionalizando a formação de um ideal educacional positivo, sobrevindo a abranger uma devotada ascensão de estatísticas criminais em múltiplos alquilais e posições, em destaque e exemplo o envolvimento de jovens no tráfico de drogas e armas, como se percepciona corriqueiramente nas comunidades de baixa classe social do município do Rio de Janeiro.', 'Posteriormente, consoante a confirmação do filósofo Jean-Paul Sartre, de que “A violência, seja qual for a maneira como ela se manifesta, é sempre uma derrota”, relata exacerbadamente o caos gerenciado em um convívio de um indivíduo em uma sociedade. acarretando circunstâncias como a elevação de dados criminais e incentivando uma imagem de pânico na população, influenciando primordialmente no modo como se visualiza o comportamento social relacionando-se nas atitudes adotadas primordialmente para uma tentativa de se eliminar a ficha da criminalidade, entretanto construindo um preconceito deplorável para com os valores da igualdade social , ademais a fraternidade pressentida conforme a pontuação visualizada pelo descaso apontado na injustiça cometida por indivíduos que não receberam anteriormente uma educação suficientemente convicta de práticas ilegais e também a liberdade, principal contexto ameaçado excepcionalmente pelas avaliações de violência cometidas pelos sujeitos.', 'Perante os elementos supracitados, corrobora-se a instalação de aparelhos de comunicação e interação social com a adoção de uma moderna e rígida plataforma educacional, valorizando tópicos de ensino de valimentos como o respeito, a igualdade, além de combater as plataformas de construção de desigualdades, permitindo transmitir a origem de uma comunidade harmônica e livre. Outrossim, salienta a determinação de políticas públicas para o combate essencial e eficiente dos diversos conflitos de violência, agrupando os indivíduos em um processo de reconstrução educacional, permitindo a recuperação de intrepidezes, construindo uma oportunidade de ampliar as vantagens do convívio social. Seguindo esses conceitos, permite-se derrotar de forma abrupta a violência e suas indolências, edificando uma comunicação social segura e livre.']","[120, 160, 120, 120, 120]",640
50,coronavírus,"['No incio de 2020 o mundo foi surpreendido por uma pandemia que desafiou a todos .\xa0\xa0Do rico ao pobre. Sem fazer acepção de classe ou idade. Um vírus desconhecido pela medicina,que em 24 horas levou países ao caos . Profissionais de saúde tem arriscado sua vida pra salvar outras vidas, para descobrir a cura mostrando mais uma vez a importância da ciência para a sociedade, em um momento de luto e esperança . Deu o nome de\xa0corona vírus\xa0para a pandemia que tem mudado a vida de muita gente nesses últimos meses.', 'Desde a descoberta dessa pandemia,\xa0 pessoas estão sendo orientadas para que fiquem dentro de suas casas com todo cuidado pra não serem contaminadas .Nesse tempo difícil é preciso ter união e reciprocidade.A ciência trabalha todos os dias para vencer essa guerra que o mundo se encontra. é preciso que a população não messa esforços para seguir com cautela as ordens do governo e da secretaria de saúde pois é um dever da sociedade evitar sair s ruas nesse período de quarentena. abe também as autoridades que busque soluções para os moradores de ruas, com lar,alimento e produtos de higiene . É preciso também ajuda, para as famílias carentes que hoje estão sem oportunidade de ter uma condição melhor . Nessa pandemia que todos estamos enfrentando unidos somos mais forte! nós acreditamos que dias melhores virão.']","[120, 80, 80, 120, 0]",400
74,Feminicidio no brasil,"['Não é novidade em nosso pas a violncia constra á mulher. Muitas vezes como consequncia dessa violncia leva ao feminicdio.', 'A\xa0muito tempo o sexo feminino é facilmente agredido por sua por sua fragilidade. Em grande parte ocorre pelo marido oi cnjunge\xa0 em um cenrio domstico. Como consequncia foi criada a lei maria da penha\xa0com a finalidade de proteger á mulher brasileira de agressões de seus parceiros', 'Não só isso como também o digo enal brasileiro prev\xa0no capitulo dos crimes contra á vida o feminicdio. Crime\xa0 que ocorre a morte da mulher por despreso do sexo feminino.', 'Com tudo\xa0ainda perciste o grande nmero de feminicdios no rasil. Muitas mulheres têm medo de denunciar seus companheiros das agressões cometidas pelo mesmo. Como resultado da violncia e ameaças por fim acabam levando ao feminicdio.', 'Portanto as autoridades competentes para reprimir esse tipo de crime garantir devem garantir a segurança das mulheres quando é recebida uma denncia de ameaça ou agressão contra á mulher. Não apenas isso\xa0 pois os homens que têm esse comportamento agressivo com suas parceiras não são levados tão a\xa0sério quanto deveriam quando ameaçam suas mulheres de morte\xa0.Para diminuir drasticamente o feminicidio as medidas já sitadas seriam u inicio para reduzir o feminicidio no brasil.']","[80, 80, 80, 80, 80]",400
43,A cultura do cancelamento nas redes sociais,"['No seriado “You”, produzido pela Netflix, é abordado como a superexposição na internet pode ter um efeito negativo. Fora da ficção a realidade não é diferente, a internet tem se tornado uma ferramenta de justiça social, e isso vem ocorrendo tanto pelo aumento da exibição na busca pela popularidade, quanto pela falta de regras para o controle do mundo virtual.', 'Primeiramente, deve-se destacar que a excessiva exposição da vida privada na internet tem sido um fator determinante para as redes sociais se tornarem uma espécie de “tribunal”. Nesse sentido, o surgimento exponencial de “influenciers”, que compartilham seu dia a dia para obterem cada dia mais seguidores, os deixaram mais expostos a críticas e manifestações de ódios, por parte dos usuários que se sentem no direito de cobrar a perfeição por parte daqueles que os influenciam. Ademais, a prática de comportamentos não toleráveis pelas celebridades vêm implicando seu cancelamento nas redes sociais como forma de punição .', 'Além disso, outro fator existente é a falta de uma regulamentação efetiva do uso da internet. Sob essa ótica, convém pontuar que apesar de em 2014 ter sido estabelecido o Marco social da internet com algumas diretrizes para o uso, ainda prevalece a ideologia de que o mundo cibernético como uma “terra sem lei”. Tal fato, reflete na dificuldade de identificação dos responsáveis por ataques e das condutas puníveis, tendo e,\xa0vista que apesar de muito popular, o mundo virtual ainda está “engatinhando”.', 'Portant, levando-se em consideração os aspectos apresentados, é necessário que haja o desenvolvimento de mais leis que abordem a temática da internet, versando sobre o assunto com mais detalhes e rigor, juntamente com a capacitação de profissionais para atuarem identificando os autores de crimes virtuais, a fim de que o hábito de usar as mídias sociais como um ambiente sem limites não se perpetue.']","[160, 160, 120, 200, 120]",760
26,Vivemos em um país onde a educação,"['Vivemos em um país onde a educação e pouca valorizada, onde não tem recursos para melhoria dos professores e alunos, onde um aluno espanca o professor, maltrata ou ate chega a ""mata-lo"" e o que e feito nada . Várias escola não tem uma estrutura para um ensino mais mesmo sendo assim ganha de muitas que tem recursos. No modo de pensar nos tempos de hj desvaloriza-se muito o professor e confia-se muito na tecnologia nao que isso seja ruim mais o professor precisa de valorização onde ele da o melhor de si em um certo local para alunos maltratar ele em vez de ser mais valorizado. De acordo com estatísticas quase 15% dos professores já sofrerão agressão ou problemas com alunos. E como existem professores que ama o que faz MSM com tudo isso ainda tende a dar aulas mesmo correndo esse risco e nao não sabendo como lidar com a situação. Mais acima de tudo isso precisa-se torna a educação prioridade, é o respeito com o educador precisa ser mais preservado.']","[0, 0, 0, 0, 0]",0
